
======================================================= 
Ontology Annotation Diagnostics
======================================================= 

--------------------------------------- 
Data properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Object properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Classes annotations diagnostics
--------------------------------------- 
anomalous_left_coronary_from_pulmonary_artery : without label [fr, en]
brachiocephalic_artery_aneurysm : without definition [fr, en]
hypoplastic_labia_majora : without label [fr, en]
hypoplastic_labia_majora : without definition [fr, en]
appendiceal_calculus : without label [fr, en]
appendiceal_calculus : without definition [fr, en]
intellectual_deficit_obesity_brain_malformations_facial_dysmorphism : without label [fr, en]
intellectual_deficit_obesity_brain_malformations_facial_dysmorphism : without definition [fr, en]
splenic_imprint : without label [fr, en]
splenic_imprint : without definition [fr, en]
lymphadenopathy_in_porta_hepatis : without label [fr, en]
lymphadenopathy_in_porta_hepatis : without definition [fr, en]
fecal_matter : without label [fr, en]
fecal_matter : without definition [fr, en]
osteochondroses : without label [fr, en]
osteochondroses : without definition [fr, en]
duodenal_dilatation_without_obstruction : without label [fr, en]
duodenal_dilatation_without_obstruction : without definition [fr, en]
ectodermal_dysplasia_blindness : without label [fr, en]
ectodermal_dysplasia_blindness : without definition [fr, en]
primordial_short_stature_microdontia_opalescent_and_rootless_teeth : without label [fr, en]
primordial_short_stature_microdontia_opalescent_and_rootless_teeth : without definition [fr, en]
DOID_0060000 : without label [fr, en]
DOID_0060000 : without definition [fr, en]
postmastoidectomy_meningoencephalocele : without label [fr, en]
postmastoidectomy_meningoencephalocele : without definition [fr, en]
embryonal_cell_carcinoma : without label [fr, en]
embryonal_cell_carcinoma : without definition [fr, en]
neoplasm_of_chest_wall : without label [fr, en]
neoplasm_of_chest_wall : without definition [fr, en]
hypokalemic_myopathy : without label [fr, en]
hypokalemic_myopathy : without definition [fr, en]
rootless_teeth : without label [fr, en]
rootless_teeth : without definition [fr, en]
retinal_dysplasia : without label [fr, en]
retinal_dysplasia : without definition [fr, en]
external_drainage_of_pseudocyst : without label [fr, en]
external_drainage_of_pseudocyst : without definition [fr, en]
HP_0004387 : without label [fr, en]
HP_0004387 : without definition [fr, en]
HP_0004388 : without label [fr, en]
HP_0004388 : without definition [fr, en]
chronic_trauma : without label [fr, en]
chronic_trauma : without definition [fr, en]
ptosis_vocal_cord_paralysis : without label [fr, en]
ptosis_vocal_cord_paralysis : without definition [fr, en]
tracheal_obstruction : without label [fr, en]
tracheal_obstruction : without definition [fr, en]
retroperitoneal_fat_deposition : without label [fr, en]
retroperitoneal_fat_deposition : without definition [fr, en]
mesomelic_dwarfism_cleft_palate_camptodactyly : without label [fr, en]
mesomelic_dwarfism_cleft_palate_camptodactyly : without definition [fr, en]
mucosal_neuroma_syndrome : without label [fr, en]
mucosal_neuroma_syndrome : without definition [fr, en]
psoriasis : without label [fr, en]
psoriasis : without definition [fr, en]
Coxsackie_B_pericarditis : without label [fr, en]
Coxsackie_B_pericarditis : without definition [fr, en]
midline_cystic_mass_in_fetal_brain : without label [fr, en]
midline_cystic_mass_in_fetal_brain : without definition [fr, en]
facial_nerve_palsy : without label [fr, en]
facial_nerve_palsy : without definition [fr, en]
severe_iron_deficiency_anemia : without label [fr, en]
severe_iron_deficiency_anemia : without definition [fr, en]
CNS_disorder : without label [fr, en]
CNS_disorder : without definition [fr, en]
exogenous_obesity : without label [fr, en]
exogenous_obesity : without definition [fr, en]
L_DOPA : without label [fr, en]
L_DOPA : without definition [fr, en]
Meigs_syndrome : without label [fr, en]
Meigs_syndrome : without definition [fr, en]
angioma : without label [fr, en]
angioma : without definition [fr, en]
XX_disorder_of_sex_development : without label [fr, en]
XX_disorder_of_sex_development : without definition [fr, en]
AIDS_related_neoplasm : without label [fr, en]
AIDS_related_neoplasm : without definition [fr, en]
congenital_thoracolumbar_vertebral_wedging : without label [fr, en]
congenital_thoracolumbar_vertebral_wedging : without definition [fr, en]
focal_acute_pancreatitis : without label [fr, en]
focal_acute_pancreatitis : without definition [fr, en]
branchio_oculo_facial_syndrome : without label [fr, en]
branchio_oculo_facial_syndrome : without definition [fr, en]
Cryptosporidium_antritis : without label [fr, en]
Cryptosporidium_antritis : without definition [fr, en]
graft_versus_host_disease : without label [fr, en]
graft_versus_host_disease : without definition [fr, en]
noncommunicating_hydrocephalus : without label [fr, en]
noncommunicating_hydrocephalus : without definition [fr, en]
Setleis_syndrome : without label [fr, en]
Setleis_syndrome : without definition [fr, en]
enlarged_scrotum : without label [fr, en]
enlarged_scrotum : without definition [fr, en]
nasopharyngeal_lesion : without label [fr, en]
nasopharyngeal_lesion : without definition [fr, en]
CSF_intensity_extracranial_mass : without label [fr, en]
CSF_intensity_extracranial_mass : without definition [fr, en]
diffuse_esophageal_carcinoma : without label [fr, en]
diffuse_esophageal_carcinoma : without definition [fr, en]
HP_0004398 : without label [fr, en]
HP_0004398 : without definition [fr, en]
long_rib_lesion : without label [fr, en]
long_rib_lesion : without definition [fr, en]
oral_acral_syndrome_Verloes_Koulischer_type : without label [fr, en]
oral_acral_syndrome_Verloes_Koulischer_type : without definition [fr, en]
bronchial_stricture : without label [fr, en]
bronchial_stricture : without definition [fr, en]
congenital_malformation_or_syndrome : without label [fr, en]
congenital_malformation_or_syndrome : without definition [fr, en]
pyogenic_osteomyelitis : without label [fr, en]
pyogenic_osteomyelitis : without definition [fr, en]
pulmonary_hypoplasia : without label [fr, en]
pulmonary_hypoplasia : without definition [fr, en]
sacral_hypoplasia : without label [fr, en]
sacral_hypoplasia : without definition [fr, en]
salivary_gland_lesion : without label [fr, en]
salivary_gland_lesion : without definition [fr, en]
amelogenesis_imperfecta_gingival_hyperplasia_syndrome : without label [fr, en]
amelogenesis_imperfecta_gingival_hyperplasia_syndrome : without definition [fr, en]
bulbar_poliomyelitis : without label [fr, en]
bulbar_poliomyelitis : without definition [fr, en]
sacral_duplication : without label [fr, en]
sacral_duplication : without definition [fr, en]
ameloblastic_variant : without label [fr, en]
ameloblastic_variant : without definition [fr, en]
microcolon_of_prematurity : without label [fr, en]
microcolon_of_prematurity : without definition [fr, en]
deafness_lymphedema_leukemia : without label [fr, en]
deafness_lymphedema_leukemia : without definition [fr, en]
fibrous_pleural_tumor_hypoglycemia : without label [fr, en]
fibrous_pleural_tumor_hypoglycemia : without definition [fr, en]
HP_0004322 : without label [fr, en]
HP_0004322 : without definition [fr, en]
HP_0004320 : without label [fr, en]
HP_0004320 : without definition [fr, en]
spondyloepimetaphyseal_dysplasia_short_limb_hand_type : without label [fr, en]
spondyloepimetaphyseal_dysplasia_short_limb_hand_type : without definition [fr, en]
hypervascular_gallbladder_disease : without label [fr, en]
hypervascular_gallbladder_disease : without definition [fr, en]
juvenile_osteoporosis : without label [fr, en]
juvenile_osteoporosis : without definition [fr, en]
giant_duodenal_diverticulum : without label [fr, en]
giant_duodenal_diverticulum : without definition [fr, en]
acne_conglobata : without label [fr, en]
acne_conglobata : without definition [fr, en]
idiopathic_adrenal_calcification : without label [fr, en]
idiopathic_adrenal_calcification : without definition [fr, en]
ruptured_ectopic_pregnancy : without label [fr, en]
ruptured_ectopic_pregnancy : without definition [fr, en]
sudden_squatting : without label [fr, en]
sudden_squatting : without definition [fr, en]
arteriolosclerosis : without label [fr, en]
arteriolosclerosis : without definition [fr, en]
primary_spontaneous_pneumothorax : without label [fr, en]
primary_spontaneous_pneumothorax : without definition [fr, en]
HP_0003005 : without label [fr, en]
HP_0003005 : without definition [fr, en]
glucosephosphate_isomerase_deficiency : without label [fr, en]
glucosephosphate_isomerase_deficiency : without definition [fr, en]
osteochondrosis : without label [fr, en]
osteochondrosis : without definition [fr, en]
acute_focal_pyelonephritis : without label [fr, en]
acute_focal_pyelonephritis : without definition [fr, en]
malignant_neoplasm_of_pancreas : without label [fr, en]
malignant_neoplasm_of_pancreas : without definition [fr, en]
pulmonary_cysts : without label [fr, en]
pulmonary_cysts : without definition [fr, en]
osteopetrosis_hypogammaglobulinemia : without label [fr, en]
osteopetrosis_hypogammaglobulinemia : without definition [fr, en]
Smith_Magenis_syndrome : without label [fr, en]
Smith_Magenis_syndrome : without definition [fr, en]
advanced_cirrhosis : without label [fr, en]
advanced_cirrhosis : without definition [fr, en]
leukemia_metastasis : without label [fr, en]
leukemia_metastasis : without definition [fr, en]
maternal_diabetes_mellitus : without label [fr, en]
maternal_diabetes_mellitus : without definition [fr, en]
DOID_0050632 : without label [fr, en]
DOID_0050632 : without definition [fr, en]
cervical_spinal_fusion : without label [fr, en]
cervical_spinal_fusion : without definition [fr, en]
congenital_nasolacrimal_duct_obstruction : without label [fr, en]
congenital_nasolacrimal_duct_obstruction : without definition [fr, en]
Cushing_disease : without label [fr, en]
Cushing_disease : without definition [fr, en]
blebs : without label [fr, en]
blebs : without definition [fr, en]
multifocal_cystic_hamartoma_of_the_lung : without label [fr, en]
multifocal_cystic_hamartoma_of_the_lung : without definition [fr, en]
cardiac_anomaly : without label [fr, en]
cardiac_anomaly : without definition [fr, en]
amniotic_band_syndrome : without label [fr, en]
amniotic_band_syndrome : without definition [fr, en]
pulmonary_cyst_rupture : without label [fr, en]
pulmonary_cyst_rupture : without definition [fr, en]
papillary_muscle_rupture : without label [fr, en]
papillary_muscle_rupture : without definition [fr, en]
enlarged_glands_of_Littré : without label [fr, en]
enlarged_glands_of_Littré : without definition [fr, en]
_trisomy_syndrome : without label [fr, en]
_trisomy_syndrome : without definition [fr, en]
DOID_11702 : without label [fr, en]
DOID_11702 : without definition [fr, en]
familial_syndactyly_with_metacarpal_and_metatarsal_fusion : without label [fr, en]
familial_syndactyly_with_metacarpal_and_metatarsal_fusion : without definition [fr, en]
acute_gastric_dilatation : without label [fr, en]
acute_gastric_dilatation : without definition [fr, en]
short_limbs : without label [fr, en]
short_limbs : without definition [fr, en]
xanthomatous_bone_lesion : without label [fr, en]
xanthomatous_bone_lesion : without definition [fr, en]
appendiceal_neoplasm : without label [fr, en]
appendiceal_neoplasm : without definition [fr, en]
bubbly_lungs_in_infants_and_children : without label [fr, en]
bubbly_lungs_in_infants_and_children : without definition [fr, en]
acid_aspiration : without label [fr, en]
acid_aspiration : without definition [fr, en]
chorioangioma : without label [fr, en]
chorioangioma : without definition [fr, en]
HP_0003026 : without label [fr, en]
HP_0003026 : without definition [fr, en]
HP_0005684 : without label [fr, en]
HP_0005684 : without definition [fr, en]
HP_0003022 : without label [fr, en]
HP_0003022 : without definition [fr, en]
narrow_lumbar_spinal_canal : without label [fr, en]
narrow_lumbar_spinal_canal : without definition [fr, en]
extraocular_muscle_atrophy : without label [fr, en]
extraocular_muscle_atrophy : without definition [fr, en]
foreign_body_granuloma : without label [fr, en]
foreign_body_granuloma : without definition [fr, en]
asymmetry_of_size_of_hand_bones : without label [fr, en]
asymmetry_of_size_of_hand_bones : without definition [fr, en]
multifocal_microabscess_formation : without label [fr, en]
multifocal_microabscess_formation : without definition [fr, en]
intellectual_deficit_polydactyly_uncombable_hair : without label [fr, en]
intellectual_deficit_polydactyly_uncombable_hair : without definition [fr, en]
fallopian_tube_mass : without label [fr, en]
fallopian_tube_mass : without definition [fr, en]
micromelia : without label [fr, en]
micromelia : without definition [fr, en]
Henoch_Schönlein_purpura : without label [fr, en]
Henoch_Schönlein_purpura : without definition [fr, en]
myxomatous_degeneration_of_aortic_valve : without label [fr, en]
myxomatous_degeneration_of_aortic_valve : without definition [fr, en]
glomeruloid_hemangioma : without label [fr, en]
glomeruloid_hemangioma : without definition [fr, en]
iliopsoas_muscle : without label [fr, en]
iliopsoas_muscle : without definition [fr, en]
colloid_carcinoma_of_colon : without label [fr, en]
